No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,season,aqi_category
10906,2014,5,29,9,65.0,137.0,19.0,46.96933962264151,700.0,108.0,31.6,995.0,9.8,0.0,ENE,2.4,Shunyi,Spring,Moderate
10907,2014,5,29,10,61.0,148.0,18.0,46.75471698113208,700.0,150.0,34.4,994.8,8.9,0.0,E,1.7,Shunyi,Spring,Moderate
10908,2014,5,29,11,81.0,99.0,14.0,46.54009433962264,700.0,197.0,36.7,994.4,7.7,0.0,N,1.6,Shunyi,Spring,Moderate
10909,2014,5,29,12,59.0,85.0,11.0,46.325471698113205,600.0,214.0,38.3,993.6,6.1,0.0,N,1.6,Shunyi,Spring,Moderate
10910,2014,5,29,13,46.0,46.0,6.0,46.11084905660377,400.0,187.0,40.5,993.0,4.3,0.0,NE,2.3,Shunyi,Spring,Good
10911,2014,5,29,14,33.0,60.0,2.0,45.89622641509433,500.0,179.0,40.2,992.6,2.8,0.0,WNW,1.5,Shunyi,Spring,Good
10912,2014,5,29,15,20.0,60.5,3.0,45.6816037735849,900.0,189.0,39.8,992.7,5.0,0.0,ENE,1.1,Shunyi,Spring,Good
10913,2014,5,29,16,7.0,61.0,2.0,45.466981132075475,900.0,198.0,40.6,992.8,3.1,0.0,ENE,1.2,Shunyi,Spring,Good
10914,2014,5,29,17,25.0,47.0,2.0,45.25235849056604,900.0,202.0,39.2,993.7,4.6,0.0,SSE,1.9,Shunyi,Spring,Good
10915,2014,5,29,18,28.0,77.0,2.0,45.0377358490566,900.0,193.0,37.2,994.7,7.2,0.0,SE,0.9,Shunyi,Spring,Good
10916,2014,5,29,19,23.0,42.0,3.0,44.823113207547166,1000.0,184.0,33.9,995.9,9.9,0.0,S,0.9,Shunyi,Spring,Good
10917,2014,5,29,20,46.0,98.0,4.0,44.60849056603773,1100.0,183.0,30.2,996.9,10.7,0.0,E,1.1,Shunyi,Spring,Good
10918,2014,5,29,21,43.0,123.0,6.0,44.393867924528294,1200.0,143.0,29.4,997.9,10.5,0.0,ESE,0.0,Shunyi,Spring,Good
10919,2014,5,29,22,47.0,134.0,6.0,44.17924528301887,1200.0,89.0,27.9,998.4,10.6,0.0,ENE,0.9,Shunyi,Spring,Good
10920,2014,5,29,23,53.0,83.0,6.0,43.964622641509436,1300.0,62.0,26.9,998.7,9.7,0.0,ENE,1.4,Shunyi,Spring,Moderate
10921,2014,5,30,0,33.0,37.0,5.0,43.75,1000.0,55.0,28.1,999.4,10.8,0.0,SE,0.8,Shunyi,Spring,Good
10922,2014,5,30,1,40.0,111.0,6.0,43.535377358490564,1100.0,39.0,26.0,999.8,10.2,0.0,ENE,1.5,Shunyi,Spring,Good
10923,2014,5,30,2,51.0,95.0,9.0,43.32075471698113,1200.0,40.0,23.8,1000.4,11.8,0.0,NNE,0.8,Shunyi,Spring,Moderate
10924,2014,5,30,3,35.0,55.0,7.0,43.10613207547169,1200.0,44.0,23.6,1001.1,9.6,0.0,NNE,0.8,Shunyi,Spring,Good
10925,2014,5,30,4,38.0,47.0,12.0,42.891509433962256,1300.0,70.0,23.5,1001.9,8.4,0.0,NE,1.6,Shunyi,Spring,Good
10926,2014,5,30,5,33.0,43.0,12.0,42.676886792452834,1200.0,70.0,24.0,1002.6,9.6,0.0,WNW,0.5,Shunyi,Spring,Good
10927,2014,5,30,6,27.0,49.0,9.0,42.4622641509434,1100.0,62.0,25.7,1003.1,9.9,0.0,NE,1.3,Shunyi,Spring,Good
10928,2014,5,30,7,33.0,110.0,9.0,42.24764150943396,1200.0,14.0,28.4,1003.4,9.6,0.0,N,1.5,Shunyi,Spring,Good
10929,2014,5,30,8,29.0,98.0,13.0,42.033018867924525,1300.0,44.0,31.0,1003.7,10.9,0.0,E,1.0,Shunyi,Spring,Good
10930,2014,5,30,9,31.0,125.0,14.0,41.81839622641509,1400.0,88.0,32.6,1003.7,11.2,0.0,ESE,2.1,Shunyi,Spring,Good
10931,2014,5,30,10,56.0,136.0,28.0,41.60377358490565,1900.0,174.0,32.6,1003.8,10.6,0.0,SSE,4.3,Shunyi,Spring,Moderate
10932,2014,5,30,11,83.0,148.0,45.0,41.38915094339622,2400.0,230.0,33.2,1003.6,12.2,0.0,ESE,3.3,Shunyi,Spring,Moderate
10933,2014,5,30,12,117.0,253.0,62.0,41.174528301886795,3200.0,249.0,33.8,1002.9,12.7,0.0,S,4.0,Shunyi,Spring,Unhealthy for Sensitive Groups
10934,2014,5,30,13,130.0,233.0,55.0,40.95990566037736,3400.0,299.0,34.5,1002.2,12.8,0.0,S,4.6,Shunyi,Spring,Unhealthy for Sensitive Groups
10935,2014,5,30,14,107.0,209.0,33.0,40.74528301886792,2400.0,319.0,34.6,1001.6,13.4,0.0,S,3.4,Shunyi,Spring,Unhealthy for Sensitive Groups
10936,2014,5,30,15,110.0,184.0,29.0,40.53066037735849,1600.0,307.0,33.6,1001.4,12.6,0.0,SSE,4.5,Shunyi,Spring,Unhealthy for Sensitive Groups
10937,2014,5,30,16,123.0,223.0,35.0,40.31603773584905,1700.0,328.0,33.1,1001.5,13.2,0.0,S,3.9,Shunyi,Spring,Unhealthy for Sensitive Groups
10938,2014,5,30,17,130.0,219.0,38.0,40.101415094339615,1600.0,324.0,32.0,1001.8,13.2,0.0,SSE,4.1,Shunyi,Spring,Unhealthy for Sensitive Groups
10939,2014,5,30,18,113.0,194.0,34.0,39.88679245283019,1500.0,290.0,30.7,1002.4,13.0,0.0,SSE,3.4,Shunyi,Spring,Unhealthy for Sensitive Groups
10940,2014,5,30,19,101.0,145.0,38.0,39.67216981132076,1600.0,278.0,29.4,1002.9,13.2,0.0,SSE,3.9,Shunyi,Spring,Unhealthy for Sensitive Groups
10941,2014,5,30,20,95.0,175.0,32.0,39.45754716981132,1500.0,236.0,28.5,1004.1,13.2,0.0,SSE,1.6,Shunyi,Spring,Moderate
10942,2014,5,30,21,91.0,147.0,21.0,39.242924528301884,1400.0,216.0,27.6,1004.7,12.4,0.0,S,1.8,Shunyi,Spring,Moderate
10943,2014,5,30,22,87.0,123.0,19.0,39.02830188679245,1500.0,182.0,26.0,1004.6,11.7,0.0,S,1.7,Shunyi,Spring,Moderate
10944,2014,5,30,23,77.0,93.0,19.0,38.81367924528301,1800.0,155.0,25.2,1004.8,12.1,0.0,SE,0.4,Shunyi,Spring,Moderate
10945,2014,5,31,0,72.0,112.0,26.0,38.599056603773576,1900.0,105.0,24.1,1004.8,11.8,0.0,SW,0.5,Shunyi,Spring,Moderate
10946,2014,5,31,1,78.0,134.0,35.0,38.384433962264154,2300.0,80.0,24.9,1004.7,11.1,0.0,S,2.0,Shunyi,Spring,Moderate
10947,2014,5,31,2,85.0,155.0,33.0,38.16981132075472,1800.0,70.0,23.8,1004.5,11.8,0.0,SSE,0.9,Shunyi,Spring,Moderate
10948,2014,5,31,3,105.0,185.0,30.0,37.95518867924528,1900.0,42.0,23.1,1004.5,12.1,0.0,SSW,1.5,Shunyi,Spring,Unhealthy for Sensitive Groups
10949,2014,5,31,4,111.0,178.0,35.0,37.740566037735846,2000.0,35.0,22.1,1004.5,13.2,0.0,ESE,1.0,Shunyi,Spring,Unhealthy for Sensitive Groups
10950,2014,5,31,5,122.0,207.0,11.0,37.52594339622641,1100.0,40.0,22.2,1004.9,14.1,0.0,ESE,0.0,Shunyi,Spring,Unhealthy for Sensitive Groups
10951,2014,5,31,6,143.0,231.0,43.0,37.311320754716974,2800.0,37.0,24.2,1005.2,13.7,0.0,NE,0.6,Shunyi,Spring,Unhealthy for Sensitive Groups
10952,2014,5,31,7,132.0,275.0,33.0,37.09669811320754,2700.0,13.0,26.2,1005.5,13.0,0.0,WSW,0.7,Shunyi,Spring,Unhealthy for Sensitive Groups
10953,2014,5,31,8,140.0,222.0,45.0,36.882075471698116,2700.0,22.0,26.9,1005.5,11.8,0.0,S,1.0,Shunyi,Spring,Unhealthy for Sensitive Groups
10954,2014,5,31,9,140.0,237.0,47.0,36.66745283018868,2600.0,36.0,28.4,1004.9,11.5,0.0,ESE,0.6,Shunyi,Spring,Unhealthy for Sensitive Groups
10955,2014,5,31,10,142.0,225.0,47.0,36.45283018867924,2500.0,57.0,30.5,1004.5,12.4,0.0,ENE,2.0,Shunyi,Spring,Unhealthy for Sensitive Groups
10956,2014,5,31,11,142.0,255.0,47.0,36.23820754716981,2300.0,111.0,31.2,1004.1,13.0,0.0,ENE,1.0,Shunyi,Spring,Unhealthy for Sensitive Groups
10957,2014,5,31,12,133.0,214.0,47.0,36.02358490566037,2100.0,179.0,32.9,1003.3,13.5,0.0,SW,1.1,Shunyi,Spring,Unhealthy for Sensitive Groups
10958,2014,5,31,13,133.0,232.0,44.0,35.808962264150935,1900.0,239.0,33.5,1002.9,13.5,0.0,SSW,1.3,Shunyi,Spring,Unhealthy for Sensitive Groups
10959,2014,5,31,14,132.0,224.0,43.0,35.59433962264151,2100.0,270.0,34.1,1002.0,14.6,0.0,SSW,2.8,Shunyi,Spring,Unhealthy for Sensitive Groups
10960,2014,5,31,15,142.0,250.0,59.0,35.37971698113208,2700.0,269.0,34.3,1001.5,14.2,0.0,SSW,3.2,Shunyi,Spring,Unhealthy for Sensitive Groups
10961,2014,5,31,16,154.0,264.0,57.0,35.16509433962264,2800.0,302.0,33.7,1001.4,15.7,0.0,SSW,2.9,Shunyi,Spring,Unhealthy
10962,2014,5,31,17,156.0,246.0,44.0,34.950471698113205,2800.0,318.0,33.1,1001.4,16.5,0.0,S,2.5,Shunyi,Spring,Unhealthy
10963,2014,5,31,18,157.0,279.0,39.0,34.73584905660377,3000.0,301.0,32.3,1001.3,14.9,0.0,SE,1.4,Shunyi,Spring,Unhealthy
10964,2014,5,31,19,142.0,193.0,26.0,34.52122641509433,2500.0,260.0,31.4,1001.4,16.9,0.0,SSE,0.7,Shunyi,Spring,Unhealthy for Sensitive Groups
10965,2014,5,31,20,144.0,315.0,21.0,34.3066037735849,2700.0,207.0,31.2,1001.9,17.5,0.0,SSE,1.9,Shunyi,Spring,Unhealthy for Sensitive Groups
10966,2014,5,31,21,168.0,278.0,22.0,34.091981132075475,3400.0,204.0,22.1,1006.4,17.7,1.4,WSW,6.6,Shunyi,Spring,Unhealthy
10967,2014,5,31,22,158.0,363.0,23.0,33.87735849056604,1800.0,184.0,21.0,1005.4,18.0,2.2,NW,5.3,Shunyi,Spring,Unhealthy
10968,2014,5,31,23,61.0,64.0,2.0,33.6627358490566,900.0,144.0,20.7,1006.5,18.1,0.2,NNW,3.4,Shunyi,Spring,Moderate
10969,2014,6,1,0,68.0,71.0,2.0,33.448113207547166,700.0,145.0,20.7,1005.7,18.1,0.4,ENE,0.9,Shunyi,Summer,Moderate
10970,2014,6,1,1,69.0,69.0,2.0,33.23349056603773,700.0,139.0,21.7,1005.0,17.1,0.0,NNW,1.7,Shunyi,Summer,Moderate
10971,2014,6,1,2,57.0,57.0,2.0,33.018867924528294,700.0,142.0,21.5,1005.2,17.3,0.0,NNE,1.3,Shunyi,Summer,Moderate
10972,2014,6,1,3,56.0,56.0,2.0,32.80424528301886,700.0,150.0,21.8,1005.3,17.6,0.0,ENE,1.6,Shunyi,Summer,Moderate
10973,2014,6,1,4,57.0,61.0,2.0,32.589622641509436,700.0,146.0,22.1,1005.0,17.0,0.0,NNE,2.4,Shunyi,Summer,Moderate
10974,2014,6,1,5,50.0,50.0,2.0,32.375,700.0,155.0,22.1,1004.8,17.0,0.0,NW,2.1,Shunyi,Summer,Good
10975,2014,6,1,6,54.0,54.0,2.0,32.160377358490564,700.0,152.0,22.3,1005.1,16.6,0.0,N,3.2,Shunyi,Summer,Moderate
10976,2014,6,1,7,56.0,56.0,2.0,31.945754716981128,700.0,137.0,23.1,1004.0,15.4,0.0,N,2.8,Shunyi,Summer,Moderate
10977,2014,6,1,8,46.0,46.0,2.0,31.73113207547169,700.0,125.0,25.3,1003.8,15.6,0.0,N,2.8,Shunyi,Summer,Good
10978,2014,6,1,9,38.0,38.0,2.0,31.516509433962256,700.0,125.0,27.2,1004.1,15.2,0.0,NNW,2.6,Shunyi,Summer,Good
10979,2014,6,1,10,37.0,44.0,2.0,31.301886792452834,600.0,141.0,29.0,1004.3,15.2,0.0,NE,0.8,Shunyi,Summer,Good
10980,2014,6,1,11,36.0,73.0,2.0,31.087264150943398,600.0,148.0,29.2,1003.9,15.3,0.0,NNE,2.5,Shunyi,Summer,Good
10981,2014,6,1,12,40.0,40.0,2.0,30.87264150943396,600.0,168.0,30.5,1003.7,13.7,0.0,NW,1.6,Shunyi,Summer,Good
10982,2014,6,1,13,34.0,34.0,2.0,30.658018867924525,500.0,174.0,30.8,1003.2,12.2,0.0,E,2.4,Shunyi,Summer,Good
10983,2014,6,1,14,26.0,26.0,2.0,30.44339622641509,400.0,178.0,30.7,1002.5,14.3,0.0,SE,2.8,Shunyi,Summer,Good
10984,2014,6,1,15,51.0,106.0,3.0,30.228773584905653,800.0,210.0,25.7,1003.2,19.1,0.8,ESE,3.1,Shunyi,Summer,Moderate
10985,2014,6,1,16,97.0,328.0,4.0,30.014150943396217,1200.0,163.0,25.8,1003.7,18.0,0.0,ESE,3.2,Shunyi,Summer,Moderate
10986,2014,6,1,17,75.0,75.0,2.0,29.799528301886795,800.0,124.0,24.3,1005.1,17.5,0.0,SW,2.9,Shunyi,Summer,Moderate
10987,2014,6,1,18,61.0,73.0,2.0,29.58490566037736,700.0,134.0,21.3,1006.5,16.3,0.0,WNW,1.1,Shunyi,Summer,Moderate
10988,2014,6,1,19,56.0,56.0,2.0,29.370283018867923,700.0,147.0,19.8,1007.6,17.0,0.2,ENE,1.0,Shunyi,Summer,Moderate
10989,2014,6,1,20,58.0,92.0,2.0,29.155660377358487,800.0,129.0,19.8,1008.3,16.4,0.0,NE,1.8,Shunyi,Summer,Moderate
10990,2014,6,1,21,45.0,45.0,2.0,28.94103773584905,700.0,134.0,20.2,1008.9,16.4,0.0,ENE,1.9,Shunyi,Summer,Good
10991,2014,6,1,22,41.0,45.0,2.0,28.726415094339615,600.0,122.0,21.2,1009.2,15.1,0.0,ESE,1.5,Shunyi,Summer,Good
10992,2014,6,1,23,41.0,44.0,2.0,28.511792452830193,600.0,110.0,21.8,1009.2,11.8,0.0,SE,0.5,Shunyi,Summer,Good
10993,2014,6,2,0,32.0,32.0,2.0,28.297169811320757,400.0,111.0,20.3,1008.8,15.1,0.0,NE,1.0,Shunyi,Summer,Good
10994,2014,6,2,1,25.0,37.0,2.0,28.08254716981132,300.0,102.0,19.4,1008.8,13.3,0.0,ENE,1.0,Shunyi,Summer,Good
10995,2014,6,2,2,28.0,50.0,2.0,27.867924528301884,400.0,91.0,20.2,1008.9,11.4,0.0,SSE,1.1,Shunyi,Summer,Good
10996,2014,6,2,3,30.0,30.0,2.0,27.65330188679245,500.0,84.0,20.2,1008.9,11.4,0.0,ESE,1.0,Shunyi,Summer,Good
10997,2014,6,2,4,23.0,41.0,2.0,27.438679245283012,500.0,119.0,19.7,1009.3,12.7,0.0,N,0.9,Shunyi,Summer,Good
10998,2014,6,2,5,18.0,30.0,2.0,27.224056603773576,300.0,139.0,19.7,1009.5,12.7,0.0,NNW,0.9,Shunyi,Summer,Good
10999,2014,6,2,6,14.0,40.0,2.0,27.009433962264154,400.0,119.0,19.7,1009.5,13.4,0.0,NE,1.4,Shunyi,Summer,Good
11000,2014,6,2,7,30.0,62.0,2.0,26.794811320754718,500.0,82.0,20.5,1009.8,13.5,0.0,NE,0.9,Shunyi,Summer,Good
11001,2014,6,2,8,25.0,52.0,2.0,26.580188679245282,500.0,88.0,21.1,1009.8,14.0,0.0,NNW,1.5,Shunyi,Summer,Good
11002,2014,6,2,9,29.0,51.0,2.0,26.365566037735846,500.0,89.0,21.2,1009.8,14.6,0.0,NNW,1.2,Shunyi,Summer,Good
11003,2014,6,2,10,27.0,67.0,2.0,26.15094339622641,500.0,83.0,23.0,1009.4,13.5,0.0,NE,1.2,Shunyi,Summer,Good
11004,2014,6,2,11,33.0,65.0,2.0,25.936320754716974,600.0,85.0,24.5,1008.9,11.8,0.0,E,1.8,Shunyi,Summer,Good
11005,2014,6,2,12,23.0,23.0,2.0,25.721698113207538,500.0,132.0,24.3,1008.5,11.6,0.0,WNW,1.5,Shunyi,Summer,Good
11006,2014,6,2,13,24.0,24.0,2.0,25.507075471698116,500.0,148.0,24.8,1007.7,10.6,0.0,ENE,0.9,Shunyi,Summer,Good
11007,2014,6,2,14,27.0,31.0,2.0,25.29245283018868,500.0,151.0,25.3,1007.0,11.5,0.0,ESE,1.5,Shunyi,Summer,Good
11008,2014,6,2,15,27.0,30.0,2.0,25.077830188679243,500.0,157.0,26.4,1006.2,11.3,0.0,S,1.1,Shunyi,Summer,Good
11009,2014,6,2,16,22.0,29.0,2.0,24.863207547169807,400.0,164.0,26.4,1005.7,10.9,0.0,S,1.9,Shunyi,Summer,Good
11010,2014,6,2,17,18.0,18.0,2.0,24.64858490566037,400.0,165.0,26.6,1005.7,9.9,0.0,SSE,0.4,Shunyi,Summer,Good
11011,2014,6,2,18,23.0,23.0,2.0,24.433962264150935,400.0,167.0,24.9,1006.0,12.1,0.0,WNW,1.7,Shunyi,Summer,Good
11012,2014,6,2,19,26.0,48.0,2.0,24.219339622641513,400.0,162.0,23.1,1006.5,12.4,0.0,WSW,1.0,Shunyi,Summer,Good
11013,2014,6,2,20,34.0,63.0,2.0,24.004716981132077,500.0,145.0,21.7,1006.7,12.5,0.0,WNW,1.4,Shunyi,Summer,Good
11014,2014,6,2,21,36.0,61.0,2.0,23.79009433962264,600.0,122.0,20.8,1006.6,13.2,0.0,WNW,1.1,Shunyi,Summer,Good
11015,2014,6,2,22,46.0,88.0,2.0,23.575471698113205,700.0,71.0,20.6,1006.3,13.1,0.0,WNW,1.0,Shunyi,Summer,Good
11016,2014,6,2,23,55.0,55.0,2.0,23.36084905660377,700.0,26.0,19.5,1006.2,13.4,0.0,WNW,0.7,Shunyi,Summer,Moderate
11017,2014,6,3,0,48.0,64.0,2.0,23.146226415094333,600.0,39.0,18.9,1005.8,13.7,0.0,NW,1.5,Shunyi,Summer,Good
11018,2014,6,3,1,49.0,107.0,2.0,22.931603773584897,1000.0,17.0,17.4,1005.0,13.7,0.0,NW,0.0,Shunyi,Summer,Good
11019,2014,6,3,2,45.0,49.0,3.0,22.716981132075475,400.0,51.0,16.9,1004.7,13.8,0.0,NNW,1.1,Shunyi,Summer,Good
11020,2014,6,3,3,39.0,41.0,2.0,22.50235849056604,400.0,56.0,18.0,1004.8,13.3,0.0,NNE,1.4,Shunyi,Summer,Good
11021,2014,6,3,4,36.0,57.0,2.0,22.287735849056602,400.0,35.0,17.8,1004.8,12.9,0.0,NNE,1.5,Shunyi,Summer,Good
11022,2014,6,3,5,34.0,34.0,2.0,22.073113207547166,200.0,61.0,19.1,1005.2,13.1,0.0,N,1.4,Shunyi,Summer,Good
11023,2014,6,3,6,28.0,28.0,2.0,21.85849056603773,400.0,89.0,20.9,1005.7,13.1,0.0,N,1.9,Shunyi,Summer,Good
11024,2014,6,3,7,25.0,37.0,2.0,21.643867924528294,400.0,71.0,23.4,1005.8,12.7,0.0,N,1.8,Shunyi,Summer,Good
11025,2014,6,3,8,30.0,62.0,2.0,21.429245283018858,500.0,75.0,25.2,1005.5,11.7,0.0,NW,1.8,Shunyi,Summer,Good
11026,2014,6,3,9,27.0,65.0,2.0,21.214622641509436,500.0,95.0,27.0,1005.4,12.6,0.0,WNW,2.0,Shunyi,Summer,Good
11027,2014,6,3,10,26.0,51.0,2.0,21.0,400.0,111.0,29.0,1005.0,11.5,0.0,E,1.8,Shunyi,Summer,Good
11028,2014,6,3,11,24.0,48.0,22.0,16.0,400.0,125.0,30.2,1004.4,11.2,0.0,ESE,1.4,Shunyi,Summer,Good
11029,2014,6,3,12,27.0,37.0,2.0,11.0,400.0,151.0,30.8,1003.6,10.7,0.0,SSE,2.4,Shunyi,Summer,Good
11030,2014,6,3,13,32.0,60.0,2.0,11.0,400.0,171.0,31.3,1003.0,11.1,0.0,NE,1.4,Shunyi,Summer,Good
11031,2014,6,3,14,33.0,37.0,5.0,7.0,400.0,173.0,31.6,1002.4,10.9,0.0,SSE,3.1,Shunyi,Summer,Good
11032,2014,6,3,15,41.0,65.0,9.0,17.0,700.0,195.0,31.7,1002.1,12.0,0.0,SSW,2.3,Shunyi,Summer,Good
11033,2014,6,3,16,45.0,45.0,12.0,20.0,1000.0,212.0,31.3,1002.2,12.1,0.0,S,1.9,Shunyi,Summer,Good
11034,2014,6,3,17,53.0,102.0,15.0,25.0,1200.0,226.0,30.4,1002.4,11.9,0.0,SSW,2.6,Shunyi,Summer,Moderate
11035,2014,6,3,18,63.0,85.0,15.0,21.0,1200.0,232.0,29.1,1002.7,11.6,0.0,SSW,2.7,Shunyi,Summer,Moderate
11036,2014,6,3,19,55.0,70.0,11.0,23.0,1000.0,207.0,28.0,1003.4,11.9,0.0,SW,1.2,Shunyi,Summer,Moderate
11037,2014,6,3,20,60.0,101.0,11.0,41.0,1100.0,176.0,26.1,1003.8,13.6,0.0,S,0.9,Shunyi,Summer,Moderate
11038,2014,6,3,21,57.0,99.0,8.0,50.0,1000.0,130.0,25.1,1004.5,13.0,0.0,SSE,1.7,Shunyi,Summer,Moderate
11039,2014,6,3,22,58.0,125.0,8.0,60.0,900.0,104.0,24.7,1005.0,13.9,0.0,S,2.2,Shunyi,Summer,Moderate
11040,2014,6,3,23,69.0,137.0,10.0,43.0,1000.0,110.0,23.3,1004.9,14.0,0.0,S,0.7,Shunyi,Summer,Moderate
11041,2014,6,4,0,59.0,96.0,12.0,31.0,800.0,128.0,22.9,1004.8,14.5,0.0,ENE,1.4,Shunyi,Summer,Moderate
11042,2014,6,4,1,63.0,117.0,7.0,45.0,800.0,88.0,22.1,1004.8,15.4,0.0,NE,0.5,Shunyi,Summer,Moderate
11043,2014,6,4,2,67.0,106.0,7.0,36.0,900.0,84.0,21.5,1004.5,15.1,0.0,NE,0.8,Shunyi,Summer,Moderate
11044,2014,6,4,3,74.0,107.0,5.0,34.0,900.0,78.0,20.2,1004.2,15.4,0.0,NE,0.1,Shunyi,Summer,Moderate
11045,2014,6,4,4,81.0,113.0,4.0,30.0,900.0,77.0,19.8,1004.0,15.9,0.0,NE,0.7,Shunyi,Summer,Moderate
11046,2014,6,4,5,120.0,151.0,2.0,48.0,900.0,46.0,21.1,1004.4,15.9,0.0,NE,0.9,Shunyi,Summer,Unhealthy for Sensitive Groups
11047,2014,6,4,6,84.0,101.0,3.0,49.0,900.0,54.0,23.3,1004.4,15.6,0.0,N,1.0,Shunyi,Summer,Moderate
11048,2014,6,4,7,85.0,132.0,5.0,66.0,1000.0,35.0,24.8,1004.3,15.1,0.0,NNW,0.7,Shunyi,Summer,Moderate
11049,2014,6,4,8,70.0,119.0,8.0,42.0,900.0,73.0,26.0,1004.1,15.1,0.0,S,0.7,Shunyi,Summer,Moderate
11050,2014,6,4,9,73.0,77.0,10.0,25.0,900.0,118.0,27.7,1003.9,13.6,0.0,WNW,1.0,Shunyi,Summer,Moderate
11051,2014,6,4,10,69.0,105.0,11.0,31.0,900.0,132.0,29.2,1003.3,12.6,0.0,WSW,1.3,Shunyi,Summer,Moderate
11052,2014,6,4,11,74.0,92.0,11.0,70.0,900.0,118.0,29.1,1002.4,12.9,0.0,NW,0.9,Shunyi,Summer,Moderate
11053,2014,6,4,12,72.0,83.0,11.0,56.0,900.0,160.0,29.5,1001.9,12.9,0.0,W,1.4,Shunyi,Summer,Moderate
11054,2014,6,4,13,74.0,98.0,11.0,46.0,1000.0,185.0,30.7,1001.4,12.6,0.0,SSW,2.5,Shunyi,Summer,Moderate
11055,2014,6,4,14,73.0,115.0,9.0,45.0,900.0,202.0,31.2,1000.9,12.5,0.0,S,1.7,Shunyi,Summer,Moderate
11056,2014,6,4,15,75.0,95.0,8.0,34.0,900.0,246.0,30.0,1000.9,12.4,0.0,SSW,2.5,Shunyi,Summer,Moderate
11057,2014,6,4,16,65.0,73.0,7.0,26.0,800.0,260.0,29.5,1000.7,12.4,0.0,SW,2.6,Shunyi,Summer,Moderate
11058,2014,6,4,17,59.0,79.0,6.0,27.0,800.0,242.0,29.2,1000.8,13.8,0.0,W,2.8,Shunyi,Summer,Moderate
11059,2014,6,4,18,57.0,87.0,7.0,38.0,900.0,208.0,27.8,1000.9,13.3,0.0,W,2.4,Shunyi,Summer,Moderate
11060,2014,6,4,19,57.0,100.0,5.0,55.0,900.0,163.0,27.2,1001.2,13.9,0.0,W,1.3,Shunyi,Summer,Moderate
11061,2014,6,4,20,53.0,81.0,4.0,53.0,700.0,145.0,26.9,1001.6,13.6,0.0,WSW,1.2,Shunyi,Summer,Moderate
11062,2014,6,4,21,55.0,116.0,3.0,76.0,800.0,104.0,25.6,1001.8,14.4,0.0,WSW,0.5,Shunyi,Summer,Moderate
11063,2014,6,4,22,58.0,93.0,3.0,74.0,800.0,88.0,24.7,1001.8,14.8,0.0,W,0.5,Shunyi,Summer,Moderate
11064,2014,6,4,23,58.0,91.0,3.0,57.0,700.0,90.0,24.7,1001.9,15.1,0.0,WNW,1.1,Shunyi,Summer,Moderate
11065,2014,6,5,0,58.0,88.0,4.0,71.0,700.0,65.0,23.9,1001.7,15.4,0.0,S,1.0,Shunyi,Summer,Moderate
11066,2014,6,5,1,67.0,153.0,4.0,99.0,800.0,31.0,23.4,1001.7,16.2,0.0,SSE,1.6,Shunyi,Summer,Moderate
11067,2014,6,5,2,99.0,196.0,8.0,102.0,1400.0,6.0,22.5,1001.7,16.5,0.0,SSE,1.5,Shunyi,Summer,Moderate
11068,2014,6,5,3,75.0,120.0,10.0,69.0,1800.0,12.0,21.5,1002.2,16.7,0.0,E,1.0,Shunyi,Summer,Moderate
11069,2014,6,5,4,66.0,107.0,8.0,71.0,1400.0,4.0,20.8,1002.8,16.4,0.0,NE,1.6,Shunyi,Summer,Moderate
11070,2014,6,5,5,59.0,105.0,5.0,69.0,1100.0,2.0,21.9,1002.6,16.2,0.0,SE,0.8,Shunyi,Summer,Moderate
11071,2014,6,5,6,57.0,79.0,4.0,54.0,900.0,10.0,23.3,1003.0,16.3,0.0,ESE,1.8,Shunyi,Summer,Moderate
11072,2014,6,5,7,70.0,119.0,7.0,54.0,900.0,17.0,24.7,1003.2,16.4,0.0,NE,1.5,Shunyi,Summer,Moderate
11073,2014,6,5,8,66.0,121.0,12.0,51.0,900.0,28.0,26.2,1002.9,16.4,0.0,ENE,2.2,Shunyi,Summer,Moderate
11074,2014,6,5,9,76.0,113.0,14.0,49.0,1000.0,46.0,27.7,1002.4,16.3,0.0,WSW,1.1,Shunyi,Summer,Moderate
11075,2014,6,5,10,79.0,97.0,12.0,35.0,1000.0,101.0,30.3,1001.9,15.2,0.0,W,1.7,Shunyi,Summer,Moderate
11076,2014,6,5,11,75.0,77.0,10.0,32.0,900.0,144.0,31.4,1001.3,14.1,0.0,NW,1.3,Shunyi,Summer,Moderate
11077,2014,6,5,12,58.0,64.0,8.0,30.0,800.0,178.0,32.5,1000.7,13.7,0.0,SE,1.0,Shunyi,Summer,Moderate
11078,2014,6,5,13,46.0,46.0,5.0,24.0,600.0,202.0,33.7,1000.1,12.7,0.0,W,1.3,Shunyi,Summer,Good
11079,2014,6,5,14,50.0,57.0,4.0,20.0,600.0,207.0,34.1,999.4,12.4,0.0,WNW,1.5,Shunyi,Summer,Good
11080,2014,6,5,15,40.0,40.0,3.0,22.0,500.0,198.0,33.9,998.9,12.8,0.0,NW,1.9,Shunyi,Summer,Good
11081,2014,6,5,16,43.0,57.0,2.0,26.0,500.0,198.0,33.9,998.4,12.8,0.0,WNW,1.1,Shunyi,Summer,Good
